split,seed,relevance,mode,need_policy,core_indices,core_size,topology,causal_mechanism,nuisance_mechanism,true_program,program_length,grammar_family,role_program,label_permuted,primitive_cardinality,active_roles,nonstationary,steps_survived,alive_at_end,completion_rate,core_precision,core_recall,exact_program,functional_program,max_sequence_length_tested,unique_sequences_evaluated,search_space_fraction,diagnosis_made,diagnosis_observations,restoration_observations,diagnosis_kind_bridge,explicit_no_bridge,false_null,mechanism_correct,bridge_decision_correct,suppression,bridge_effect,evidence_rows,tested_scope_declared,validation_attempted,validation_passed,validation_bypassed,validation_effect,repair_attempted,repair_attempt_count,false_repair,repair_correct,organization_restored,replication_attempted,replication_success,replicated_restoration,failed_repairs,appropriate_abstention,scientific_null_result,decision_correct,final_min_core,final_mean_core,self_domain_observation_share,mean_need_target_mass_share,mean_need_true_core_mass_share,mean_sensed_need_mass_share,need_present_step_share,causal_isolating_observation_share,true_core_sensing_share,causal_target_sensing_share,other_core_mean_sensing_share,causal_target_sensing_selectivity,total_cost,crossworld_successes,crossworld_templates,macro_reuse,relational_alignment_cost,memory_energy,memory_strategy,alignment_entropy,alignment_support,mapping_trust,memory_proposal_tested,memory_changed_action,wrong_memory_detected_before_repair,local_beam_reserved,quarantined_count,yoke_donor_seed,yoke_component_shift
confirmation,30036,neutral,no_null_no_validation,actual,"4,9,13,8,0",5,ring,m0,m1,p6>p1>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,260,260,1,0,0,1,0,0.7801210942110487,0.00228649409692826,44,1,0,1,1,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0.6821998512607577,0.7955677492738353,0.6503496503496503,0.3662581885264372,0.8419277027390423,0.34125800408337964,1.0,0.2097902097902098,0.5428321678321678,0.6993006993006993,0.09659090909090909,0.6027097902097902,3.599950000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30036,self_relevant,correlation_self_model,actual,"4,9,13,8,0",5,ring,m0,m1,p6>p1>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.36363636363636365,0.8,1,1,4,41,0.052564102564102565,1,267,601,0,1,1,1,0,0.7799510229793081,0.001384050553252292,44,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8134734305604823,0.8254390231498965,0.6555944055944056,0.04974709472623366,0.16965905976200635,0.23750687122374928,1.0,0.2097902097902098,0.3758741258741259,0.09615384615384616,0.1638986013986014,-0.06774475524475525,3.5489000000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30036,self_relevant,pair_limited,actual,"4,9,13,8,0",5,ring,m0,m1,p6>p1>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,2,27,0.03461538461538462,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7334207415081319,0.7868448437577266,0.666083916083916,0.24857727286975687,0.8272459942178686,0.289908019437455,1.0,0.20104895104895104,0.5428321678321678,0.32517482517482516,0.1901223776223776,0.13505244755244755,3.2394000000000056,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30036,self_relevant,passive_only,actual,"4,9,13,8,0",5,ring,m0,m1,p6>p1>p0,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.754178586395004,0.7956877004075724,0.6713286713286714,0.30728919263286425,0.9058051384473504,0.32906751285524066,1.0,0.16783216783216784,0.5594405594405595,0.3758741258741259,0.18575174825174826,0.19012237762237763,2.909200000000006,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30037,neutral,no_bridge_validation,actual,"5,8,9,0,10,4",6,chain,m1,m0,p2>p6>p2>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,1,292,601,0,1,0,0,1,0.902761937930882,-0.0010911443435841239,45,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.609193145882485,0.776792469595621,0.6713286713286714,0.31006376815180203,0.7690285169277715,0.30788123376911997,1.0,0.1888111888111888,0.5786713286713286,0.6451048951048951,0.10244755244755245,0.5426573426573427,3.766000000000015,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30037,neutral,no_null,actual,"5,8,9,0,10,4",6,chain,m1,m0,p2>p6>p2>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.6093528655859003,0.777505676565082,0.6573426573426573,0.31026083928613335,0.7728557953314259,0.30699221989224756,1.0,0.1853146853146853,0.5786713286713286,0.6381118881118881,0.10384615384615384,0.5342657342657343,3.799400000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30037,neutral,no_null_no_validation,actual,"5,8,9,0,10,4",6,chain,m1,m0,p2>p6>p2>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,1,279,279,1,0,0,0,0,0.8966692755026376,0.002233311536840938,44,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6100290915119732,0.7796414655148505,0.6590909090909091,0.25408055406911506,0.7328334282890764,0.2944962393808157,1.0,0.1853146853146853,0.5620629370629371,0.5244755244755245,0.11993006993006992,0.40454545454545454,3.8086000000000175,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30037,self_relevant,correlation_self_model,actual,"5,8,9,0,10,4",6,chain,m1,m0,p2>p6>p2>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,0.5,1.0,1,1,4,49,0.0175,1,288,601,1,0,0,1,1,0.8444687858638952,0.0052079493636036185,47,1,1,1,0,0.02918563294460387,1,2,0,0,0,0,0,0,2,0,0,0,0.854340107349306,0.8911102459446879,0.6590909090909091,0.009016324808939508,0.17663170986467933,0.2681935913614749,1.0,0.18706293706293706,0.291958041958042,0.11188811188811189,0.0944055944055944,0.017482517482517487,3.851400000000019,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30037,self_relevant,pair_limited,actual,"5,8,9,0,10,4",6,chain,m1,m0,p2>p6>p2>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,2,35,0.0125,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8083610924517839,0.8458621600580315,0.6486013986013986,0.03295307852664025,0.6733814664346461,0.2878949092233406,1.0,0.17132867132867133,0.5437062937062938,0.024475524475524476,0.21258741258741257,-0.1881118881118881,3.2494000000000067,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30037,self_relevant,passive_only,actual,"5,8,9,0,10,4",6,chain,m1,m0,p2>p6>p2>p5,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.002075507792669836,0,0,0,0,0,0,0,0,0,0,0,0,0.8744712397076695,0.8981981935905408,0.6136363636363636,0.035904049263254516,0.45866045170424596,0.42742482159872647,1.0,0.0,0.3924825174825175,0.012237762237762238,0.15454545454545454,-0.1423076923076923,8.057600000000043,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30038,neutral,no_bridge_validation,actual,"2,9,1,11,7",5,dense,m0,m1,p2>p4>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,278,601,0,1,0,1,1,0.7923264382992722,-0.001478217366939042,47,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6769559929167562,0.8000015877184907,0.6276223776223776,0.6408164924530717,0.9407256740334012,0.6441464296330727,1.0,0.20279720279720279,0.5795454545454546,0.9230769230769231,0.059003496503496504,0.8640734265734267,3.529100000000019,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30038,neutral,no_null,actual,"2,9,1,11,7",5,dense,m0,m1,p2>p4>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,4,41,0.052564102564102565,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.6758505639289241,0.7993008107765733,0.6293706293706294,0.6381162386763247,0.9415232201979034,0.6399757938423959,1.0,0.20454545454545456,0.5786713286713286,0.9213286713286714,0.059003496503496504,0.8623251748251749,3.5779000000000214,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30038,neutral,no_null_no_validation,actual,"2,9,1,11,7",5,dense,m0,m1,p2>p4>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,1,1,4,41,0.052564102564102565,1,260,260,1,0,0,1,0,0.7844920529135416,0.0036126436338138304,44,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6830217788823272,0.8023738035420426,0.6293706293706294,0.6488137624666898,0.9270400834218676,0.6598420173288945,1.0,0.20454545454545456,0.5751748251748252,0.9055944055944056,0.061188811188811185,0.8444055944055945,3.585100000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30038,self_relevant,correlation_self_model,actual,"2,9,1,11,7",5,dense,m0,m1,p2>p4>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.4166666666666667,1.0,1,1,4,42,0.05384615384615385,1,261,261,1,0,0,1,1,0.7897942064537631,0.005008841930864854,44,1,1,1,0,0.024790511777625295,1,1,0,1,1,1,1,1,0,0,0,1,0.858016125893039,0.8803385430065477,0.6643356643356644,0.04074451503576748,0.1149603874246855,0.2610339243499543,1.0,0.21328671328671328,0.21241258741258742,0.11713286713286714,0.07692307692307693,0.04020979020979021,3.634250000000023,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30038,self_relevant,pair_limited,actual,"2,9,1,11,7",5,dense,m0,m1,p2>p4>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,2,27,0.03461538461538462,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.6962652898990833,0.7638545619861522,0.6276223776223776,0.2696379858530835,0.7006072800021049,0.4942565458919646,1.0,0.19055944055944055,0.44755244755244755,0.3531468531468531,0.1354895104895105,0.21765734265734263,3.2254000000000063,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30038,self_relevant,passive_only,actual,"2,9,1,11,7",5,dense,m0,m1,p2>p4>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0015587998026462934,0,0,0,0,0,0,0,0,0,0,0,0,0.6917861389489005,0.7688979469130002,0.5804195804195804,0.2739979453776769,0.7709184905574179,0.4473954856281103,1.0,0.1451048951048951,0.46416083916083917,0.4178321678321678,0.12762237762237763,0.2902097902097902,6.9596000000000515,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30039,neutral,no_bridge_validation,actual,"1,2,13,11,6,5",6,ring,m3,m1,p1>p2>p1>p4,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,1,287,601,0,1,0,0,1,0.8532068035451642,-0.0050905791878055945,49,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.626277879500346,0.7971396626348229,0.666083916083916,0.424518702740991,0.8268738316855971,0.42742620315039787,1.0,0.22377622377622378,0.6145104895104895,0.8758741258741258,0.07062937062937062,0.8052447552447553,3.7583000000000157,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30039,neutral,no_null,actual,"1,2,13,11,6,5",6,ring,m3,m1,p1>p2>p1>p4,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0009728792454284241,0,0,0,0,0,0,0,0,0,1,0,1,0.627120238371109,0.797904573130649,0.666083916083916,0.41884634439695634,0.8269877168295849,0.4226018216495668,1.0,0.22552447552447552,0.6145104895104895,0.8776223776223776,0.07027972027972028,0.8073426573426573,3.807100000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30039,neutral,no_null_no_validation,actual,"1,2,13,11,6,5",6,ring,m3,m1,p1>p2>p1>p4,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,1.0,1.0,1,1,4,49,0.0175,1,272,272,1,0,0,1,0,0.8175528543316403,0.0004820810106844122,43,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6329268921556561,0.8021939749585904,0.6625874125874126,0.4272559603984453,0.8048294267246202,0.44065249501073944,1.0,0.22377622377622378,0.6118881118881119,0.8706293706293706,0.07062937062937062,0.8,3.8086000000000175,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30039,self_relevant,correlation_self_model,actual,"1,2,13,11,6,5",6,ring,m3,m1,p1>p2>p1>p4,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,0.5,1.0,1,1,4,49,0.0175,1,274,274,1,0,0,1,1,0.8215005521123815,0.00598618981809188,44,1,1,1,0,0.030911915578509284,1,1,0,1,1,1,1,1,0,0,0,1,0.8601309149590802,0.8871123991427116,0.6625874125874126,0.03278955501525265,0.09080576662577747,0.26256171005891654,1.0,0.22377622377622378,0.3129370629370629,0.11713286713286714,0.10174825174825175,0.015384615384615385,3.8330000000000184,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30039,self_relevant,pair_limited,actual,"1,2,13,11,6,5",6,ring,m3,m1,p1>p2>p1>p4,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,1.0,1.0,0,0,2,35,0.0125,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.6786409057078563,0.7807595113534697,0.6468531468531469,0.23611797837619583,0.7180175442164092,0.2950125160909424,1.0,0.20804195804195805,0.5611888111888111,0.34615384615384615,0.15524475524475526,0.1909090909090909,3.2494000000000067,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30039,self_relevant,passive_only,actual,"1,2,13,11,6,5",6,ring,m3,m1,p1>p2>p1>p4,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,1,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0018088271302270675,0,0,0,0,0,0,0,0,0,0,0,0,0.8793578276600231,0.8970049887792956,0.5804195804195804,0.018612062667128074,0.4272121838080145,0.4893489221339014,1.0,0.0,0.43094405594405594,0.07167832167832168,0.15804195804195803,-0.08636363636363635,7.252400000000051,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30040,neutral,no_bridge_validation,actual,"9,13,10,1,11",5,chain,m0,m2,p5>p0>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,43,0.05512820512820513,1,289,289,1,0,0,0,0,0.8589075488780215,0.004175053390815009,49,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.621059488050863,0.7669835770987948,0.6520979020979021,0.32328077812601774,0.804617780754548,0.296036251649502,1.0,0.18356643356643357,0.5611888111888111,0.5541958041958042,0.14204545454545453,0.41215034965034963,3.5999500000000224,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30040,neutral,no_null,actual,"9,13,10,1,11",5,chain,m0,m2,p5>p0>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,43,0.05512820512820513,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.000593322627329236,0,0,0,0,0,0,0,0,0,1,0,1,0.6191285995722026,0.7609812709366468,0.6713286713286714,0.3183721487059415,0.8035957411037942,0.2910967013180528,1.0,0.1888111888111888,0.5646853146853147,0.5454545454545454,0.145979020979021,0.3994755244755244,3.607600000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30040,neutral,no_null_no_validation,actual,"9,13,10,1,11",5,chain,m0,m2,p5>p0>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,43,0.05512820512820513,1,256,256,1,0,0,0,0,0.8593725042142472,0.0033276312810106125,42,1,0,1,1,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0.6204519859950886,0.763932158307107,0.6625874125874126,0.32488193857083164,0.8042624687357888,0.29984992363724133,1.0,0.1853146853146853,0.5681818181818182,0.5664335664335665,0.14248251748251747,0.42395104895104896,3.6098500000000224,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30040,self_relevant,correlation_self_model,actual,"9,13,10,1,11",5,chain,m0,m2,p5>p0>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.4166666666666667,1.0,0,0,4,42,0.05384615384615385,1,266,601,0,1,1,0,0,0.8536595035027371,-0.0007422747729076955,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8016367270345982,0.8373402218508804,0.6590909090909091,0.056788950533383224,0.26900467232294695,0.1715764227217901,1.0,0.1853146853146853,0.3513986013986014,0.1048951048951049,0.14947552447552448,-0.044580419580419584,3.5489000000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30040,self_relevant,pair_limited,actual,"9,13,10,1,11",5,chain,m0,m2,p5>p0>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,2,27,0.03461538461538462,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.726576294279042,0.7898222492406045,0.6678321678321678,0.08098877703045239,0.7546043686482923,0.34049332769700835,1.0,0.17657342657342656,0.5454545454545454,0.03146853146853147,0.26486013986013984,-0.23339160839160839,3.2422000000000053,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30040,self_relevant,passive_only,actual,"9,13,10,1,11",5,chain,m0,m2,p5>p0>p1,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7161320454286842,0.7752275584342115,0.6695804195804196,0.22855353078092336,0.790390832478537,0.2858999680315181,1.0,0.16783216783216784,0.5777972027972028,0.25524475524475526,0.2250874125874126,0.030157342657342656,2.909200000000006,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30041,neutral,no_bridge_validation,actual,"12,13,7,3,4,1",6,dense,m1,m2,p7>p2>p7>p6,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,1,338,601,0,1,0,0,1,0.975672330040153,0.0013983456040413424,53,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.6945909643037926,0.7994762635006151,0.6486013986013986,0.5557728050825038,0.9511214927412369,0.521606189448432,1.0,0.18356643356643357,0.6276223776223776,0.7622377622377622,0.0986013986013986,0.6636363636363636,3.7352000000000154,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30041,neutral,no_null,actual,"12,13,7,3,4,1",6,dense,m1,m2,p7>p2>p7>p6,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,4,49,0.0175,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.6941870537950195,0.7990401094973724,0.6416083916083916,0.5519407791966922,0.9515832945569358,0.5171449278724765,1.0,0.18181818181818182,0.6276223776223776,0.756993006993007,0.09965034965034965,0.6573426573426573,3.7763000000000164,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30041,neutral,no_null_no_validation,actual,"12,13,7,3,4,1",6,dense,m1,m2,p7>p2>p7>p6,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,1,1,4,49,0.0175,1,306,306,1,0,0,1,0,0.8573859677925533,-0.002968268436859222,45,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.6962122796196079,0.8019368284820235,0.6468531468531469,0.5608466986060606,0.946769562288431,0.5337165642074311,1.0,0.18356643356643357,0.6276223776223776,0.763986013986014,0.09825174825174825,0.6657342657342658,3.793200000000017,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30041,self_relevant,correlation_self_model,actual,"12,13,7,3,4,1",6,dense,m1,m2,p7>p2>p7>p6,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,0.5,1.0,0,0,4,49,0.0175,1,284,601,0,1,1,0,0,0.9797839994061115,-0.0011336341775324635,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7444277764163812,0.8212708861554474,0.6608391608391608,0.01986903383028721,0.13156416619177486,0.3427625387178477,1.0,0.18706293706293706,0.22814685314685315,0.10139860139860139,0.07097902097902098,0.030419580419580414,3.750600000000016,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30041,self_relevant,pair_limited,actual,"12,13,7,3,4,1",6,dense,m1,m2,p7>p2>p7>p6,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,2,35,0.0125,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8423839763373598,0.8789050660758813,0.5087412587412588,0.1748977498239193,0.7111292969710336,0.5180344040718496,1.0,0.13636363636363635,0.5454545454545454,0.18006993006993008,0.18216783216783217,-0.002097902097902088,3.19340000000001,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30041,self_relevant,passive_only,actual,"12,13,7,3,4,1",6,dense,m1,m2,p7>p2>p7>p6,4,context_comp,A>B>A>C,1,7,A>B>C>D>E>F>X,0,600,1,1.0,1.0,1.0,0,0,0,0,0.0,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.00025651612964104734,0,0,0,0,0,0,0,0,0,0,0,0,0.8741106308762827,0.8937684494364447,0.5157342657342657,0.022674719364346424,0.21028360801065438,0.4072653818681689,1.0,0.0,0.34440559440559443,0.11888111888111888,0.11398601398601399,0.00489510489510489,3.22640000000002,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,0,0,,
confirmation,30042,neutral,no_bridge_validation,actual,"5,10,4,3,13",5,ring,m1,m2,p4>p7>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,41,0.052564102564102565,1,267,601,0,1,0,0,1,0.8550230484101904,-0.004221160648369858,42,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0.7079252957911341,0.8024944951810751,0.6625874125874126,0.3665923820283818,0.7781881039512435,0.3603876800050184,1.0,0.1853146853146853,0.5,0.9073426573426573,0.023164335664335664,0.8841783216783217,3.5538500000000197,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30042,neutral,no_null,actual,"5,10,4,3,13",5,ring,m1,m2,p4>p7>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,41,0.052564102564102565,0,601,601,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.7080467411792236,0.8022265338299425,0.6625874125874126,0.3704192551168938,0.7880297840950019,0.3631529898557059,1.0,0.1853146853146853,0.5,0.9090909090909091,0.022727272727272728,0.8863636363636364,3.6026500000000214,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30042,neutral,no_null_no_validation,actual,"5,10,4,3,13",5,ring,m1,m2,p4>p7>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,4,41,0.052564102564102565,1,261,261,1,0,0,0,0,0.8550230484101904,-0.004221160648369858,42,1,0,1,1,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0.7097468085044354,0.804098393973798,0.6678321678321678,0.40046516778807584,0.7764619522836455,0.4020903206625722,1.0,0.1888111888111888,0.5,0.916083916083916,0.02097902097902098,0.8951048951048951,3.614800000000022,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30042,self_relevant,correlation_self_model,actual,"5,10,4,3,13",5,ring,m1,m2,p4>p7>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.4166666666666667,1.0,1,1,4,42,0.05384615384615385,1,267,267,1,0,0,1,1,0.7092012262113019,0.00487973020732431,48,1,1,1,0,0.025772333801654237,1,1,0,1,1,1,1,1,0,0,0,1,0.8182507788778353,0.8509035059047383,0.666083916083916,0.03559257506037713,0.13548401500563573,0.24096019767937787,1.0,0.18706293706293706,0.26486013986013984,0.12062937062937062,0.10227272727272727,0.01835664335664336,3.6342500000000233,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
confirmation,30042,self_relevant,pair_limited,actual,"5,10,4,3,13",5,ring,m1,m2,p4>p7>p3,3,branch_comp,A>C>B,1,5,A>B>C>D>E,0,600,1,1.0,0.8333333333333334,1.0,0,0,2,27,0.03461538461538462,0,601,601,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7590173269654996,0.8043079290060163,0.6625874125874126,0.33728801752883236,0.7538605039207311,0.3418967670414179,1.0,0.17307692307692307,0.5,0.8618881118881119,0.03452797202797203,0.8273601398601398,3.239400000000005,0,0,0,0.0,0.0,none,0.0,0.0,0.0,0,0,0,1,0,,
