seed,relevance,stratum,left_condition,right_condition,metric,left_value,right_value,difference
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,common_decoder_bridge_correct,1.0,1.0,0.0
30007,self_relevant,6|context_comp|7|1|chain,actual_need,yoked_need,common_decoder_replicated_restoration,1.0,1.0,0.0
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,mean_need_target_mass_share,0.5674734377907279,0.0736644556202365,0.4938089821704914
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,mean_need_true_core_mass_share,0.9625870001770511,0.6093884854578184,0.3531985147192327
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,mean_sensed_need_mass_share,0.5623377817009226,0.5139682099665474,0.04836957173437528
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,self_domain_observation_share,0.6730769230769231,0.6590909090909091,0.013986013986014068
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,causal_target_sensing_share,0.8986013986013986,0.1048951048951049,0.7937062937062938
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,causal_target_sensing_selectivity,0.8361013986013986,-0.145979020979021,0.9820804195804196
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,diagnosis_observations,264.0,278.0,-14.0
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,replicated_restoration,0.0,0.0,0.0
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,false_null,0.0,0.0,0.0
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,false_repair,0.0,0.0,0.0
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,common_decoder_bridge_correct,1.0,1.0,0.0
30008,neutral,5|branch_comp|5|0|dense,actual_need,yoked_need,common_decoder_replicated_restoration,0.0,0.0,0.0
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,mean_need_target_mass_share,0.33063543108468596,0.034449464674079576,0.2961859664106064
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,mean_need_true_core_mass_share,0.5608635153766665,0.4745330709434119,0.08633044443325455
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,mean_sensed_need_mass_share,0.4323446412961265,0.4092678839624253,0.02307675733370118
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,self_domain_observation_share,0.5227272727272727,0.5244755244755245,-0.0017482517482517723
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,causal_target_sensing_share,0.49475524475524474,0.11363636363636363,0.3811188811188811
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,causal_target_sensing_selectivity,0.40603146853146854,-0.0445804195804196,0.4506118881118881
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,diagnosis_observations,323.0,286.0,37.0
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,replicated_restoration,1.0,1.0,0.0
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,false_null,0.0,0.0,0.0
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,false_repair,0.0,0.0,0.0
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,common_decoder_bridge_correct,1.0,1.0,0.0
30008,self_relevant,5|branch_comp|5|0|dense,actual_need,yoked_need,common_decoder_replicated_restoration,1.0,1.0,0.0
